,class,message
4846,ham,i am in escape theatre now  going to watch kavalan in a few minutes
4847,ham,sthis will increase the chance of winning
4848,ham,either way works for me i am  ltgt  years old hope that doesnt bother you
4849,ham,maybe you should find something else to do instead
4850,ham,gain the rights of a wifedont demand iti am trying as husband toolets see
4851,ham,i liked your new house
4852,ham,im fine hope you are also
4853,ham,also north carolina and texas atm you would just go to the gre site and pay for the test results to be sent
4854,ham,same to u
4855,ham,yes baby i need to stretch open your pussy
4856,ham,thanks  and  or bomb and date as my phone wanted to say 
4857,ham,ok
4858,ham,hey a guy i know is breathing down my neck to get him some bud anyway youd be able to get a half track to usf tonight
4859,ham,response is one of d powerful weapon  occupy a place in others heart so  always give response  who cares  u gud nightswt dreamstake care
4860,ham,nokia phone is lovly
4861,spam,free messagethanks for using the auction subscription service   pmsgrcvd  skip an auction txt out  unsubscribe txt stop customercare 
4862,spam,bored housewives chat n date now  btnational rate pmin only from landlines
4863,ham,sorry datoday i wont come to playi have driving clas
4864,ham,im really sorry i lit your hair on fire
4865,ham,oh shit i thought that was your trip loooooool  that just makes so much more sense now  grins and the sofa reference was  the sleep on a couch link you sent me  wasnt that how you went on your trip  oh  and didnt your babe go with you for that celebration with your rents
4866,ham,okey dokey swashbuckling stuff what oh
4867,ham,watching cartoon listening music amp at eve had to go temple amp church what about u
4868,ham, tension face  smiling face  waste face  innocent face terror face cruel face romantic face lovable face decent face  ltgt joker face
4869,ham,dips cell dead so i m coming with him u better respond else we shall come back
4870,ham,well you know what i mean texting
4871,ham,hi dis is yijue i would be happy to work wif ì_ all for gek
4872,ham,lol oops sorry have fun 
4873,ham,wat happened to the cruise thing
4874,ham,i know dat feelin had it with pete wuld get with em  nuther place nuther time mayb
4875,spam,lyricalladief is inviting you to be her friend reply yes or no see her  stop send stop frnd to 
4876,ham,the worlds most happiest frnds never have the same characters dey just have the best understanding of their differences
4877,spam,no  polyphonic tone  ur mob every week just txt pt to  st tone free  so get txtin now and tell ur friends ptone  reply hl info
4878,ham,yeah just open chat and click friend lists then make the list easy as pie
4879,ham,alright tylers got a minor crisis and has to be home sooner than he thought so be here asap
4880,ham,whenwhere do i pick you up
4881,ham,as usual u can call me ard  smth
4882,ham,new theory argument wins d situation but loses the person so dont argue with ur friends just    kick them amp say im always correct
4883,ham,for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections
4884,ham,poor girl cant go one day lmao
4885,ham,or just do that times
4886,spam,todays vodafone numbers ending with  are selected to a receive a å award if your number matches call  to receive your å award
4887,ham,you have to pls make a note of all shes exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later
4888,ham,japanese proverb if one can do it u too can do it if none can do itu must do it indian version if one can do it let him do it if none can do itleave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it 
4889,ham,sounds like there could be a lot of time spent in that chastity device boy  grins  or take your beatings like a good dog going to lounge in a nice long bath now 
4890,ham,its worse if if uses half way then stops its better for him to complete it
4891,ham,miserable they dont tell u that the side effects of birth control are massive gut wrenching cramps for the first  months i didnt sleep at all last night
4892,ham,send me the new number
4893,ham,convey my regards to him
4894,spam,want the latest video handset  anytime any network mins half price line rental reply or call  for delivery tomorrow
4895,ham, and half years i missed your friendship
4896,ham,i cant pick the phone right now pls send a message
4897,ham,oh for fucks sake shes in like tallahassee
4898,ham,haha that was the first person i was gonna ask
4899,spam,ou are guaranteed the latest nokia phone a gb ipod mp player or a å prize txt word collect to no  ibhltd ldnwh pmtmsgrcvd
4900,ham,taka lor wat time u wan  come n look  us
4901,spam, free polyphonic ringtone text super to  to get your free poly tone of the week now  sn pobox nr zs subscription pw
4902,ham,im reaching in another  stops
4903,ham,no i didnt mean to post it i wrote it and like so many other times ive ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasnt there i checked on my phone when i got to my car it wasnt there you said you didnt sleep you were bored so why wouldnt that be the time to clean fold laundry etc at least make the bed
4904,spam,warner village  c colin farrell in swat this wkend warner village  get  free med popcornjust show msgticketkioskvalid  c tc kiosk reply sony  mre film offers
4905,ham,will you come online today night
4906,ham,then anything special
4907,ham,im in solihull  do you want anything
4908,ham,will do have a good day
4909,ham,we regret to inform u that the nhs has made a mistakeu were never actually bornplease report  yor local hospital b terminatedwe r sorry  the inconvenience
4910,ham,love that holiday monday feeling even if i have to go to the dentists in an hour
4911,ham,i am on the way to tirupur
4912,spam,goal arsenal  henry  v liverpool  henry scores with a simple shot from  yards from a pass by bergkamp to give arsenal a  goal margin after  mins
4913,ham,youve already got a flaky parent itsnot supposed to be the childs job to support the parentnot until theyre the ride age anyway im supposed to be there to support you and now ive hurt you unintentional but hurt nonetheless
4914,ham,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow 
4915,ham,just dropped em off omw back now
4916,spam,this is the nd time we have tried  contact u u have won the  pound prize  claim is easy call  now only p per min btnationalrate
4917,ham,sitting in mu waiting for everyone to get out of my suite so i can take a shower
4918,ham,re your call you didnt see my facebook huh
4919,ham,g says you never answer your texts confirmdeny
4920,ham,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng
4921,ham,hi dear call me its urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply
4922,ham,oh yah we never cancel leh haha 
4923,ham,we can go  e normal pilates after our intro  
4924,ham,ok let u noe when i leave my house
4925,ham,oh yes why is it like torture watching england
4926,ham,wanna do some art d
4927,ham,just hopeing that wasnût too pissed up to remember and has gone off to his sisters or something
4928,spam,got what it takes  take part in the wrc rally in oz u can with lucozade energy text rally le to  p see packs or lucozadecoukwrc  itcould be u
4929,spam,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service
4930,ham,good morning my boytoy hows those yummy lips  wheres my sexy buns now  what do you do  do you think of me  do you crave me  do you need me 
4931,ham,match startedindia  ltgt  for 
4932,ham,once free call me sir
4933,ham,hey do you want anything to buy
4934,ham,hey babe hows it going  did you ever figure out where your going for new years 
4935,ham,kkcongratulation 
4936,ham,g wants to know where the fuck you are
4937,ham,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x
4938,ham,tomarrow i want to got to court at  ltdecimalgt  so you come to bus stand at 
4939,ham,ìï go home liao ask dad to pick me up at 
4940,ham,omg you can make a wedding chapel in frontierville why do they get all the good stuff
4941,ham,im eatin now lor but goin back to work soon e mountain deer show huh i watch b liao very nice
4942,ham,check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah
4943,ham,wrong phone this phone i answer this one but assume the other is people i dont well
4944,ham,anyway i dont think i can secure anything up here lemme know if you want me to drive down south and chill
4945,ham,im already back home so no probably not
4946,spam,great news call freefone  to claim your guaranteed å cash or å gift speak to a live operator now
4947,spam,hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties
4948,ham,i am in bus on the way to calicut
4949,ham,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night
4950,ham,hi baby im sat on the bloody bus at the mo and i wont be home until about  wanna do somethin later call me later ortxt back jess xx
4951,spam,welcome to select an o service with added benefits you can now call our specially trained advisors free from your mobile by dialling 
4952,ham,i lost  pounds since my doc visit last week woot woot now im gonna celebrate by stuffing my face
4953,ham,u coming back  dinner rite dad ask me so i re confirm wif u
4954,ham,doing my masters when will you buy a bb cos i have for sale and hows bf
4955,ham,ahhhhjust woken uphad a bad dream about u thoso i dont like u right now  i didnt know anything about comedy night but i guess im up for it
4956,ham,im viveki got call from your number
4957,ham,why didnt u call on your lunch
4958,ham,what i mean was i left too early to check cos im working a 
4959,ham,i want  ltgt  rs dado you have it
4960,ham,a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend
4961,ham,yup ok
4962,ham,i want to see your pretty pussy
4963,spam,dear voucher holder have your next meal on us use the following link on your pc  enjoy a    dining experience
4964,ham,a few people are at the game im at the mall with iouri and kaila
4965,spam,urgent we are trying to contact u todays draw shows that you have won a å prize guaranteed call  from land line claim  valid hrs only
4966,spam,you can donate å to unicefs asian tsunami disaster support fund by texting donate to  å will be added to your next bill
4967,ham,future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future
4968,ham,i will cme i want to go to hos morow after that i wil cme this what i got from her dear what to do she didnt say any time
4969,ham,we are supposed to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that
4970,ham,hey come online use msn we are all there
4971,ham,im fine hope you are good do take care
4972,ham,oops i was in the shower when u called hey a parking garage collapsed at university hospital see im not crazy stuff like that does happen
4973,ham,aiyo u so poor thing then u dun wan  eat u bathe already
4974,ham,yar i tot u knew dis would happen long ago already
4975,ham,you are gorgeous keep those pix cumming  thank you
4976,ham,a boy was late  home his father power of frndship
4977,ham,jade its paul y didnåõt u txt me do u remember me from barmed i want  talk  u txt me
4978,ham,spending new years with my brother and his family lets plan to meet next week are you ready to be spoiled 
4979,ham,so what u doing today
4980,ham,i said its okay sorry
4981,ham,slept i thinkthis time  ltgt  pm is not dangerous
4982,ham,networking job is there
4983,spam,goldviking m is inviting you to be his friend reply yes or no see him  stop send stop frnd to 
4984,ham,dont let studying stress you out lr
4985,ham,thats y u haf  keep me busy
4986,ham,no rushing im not working im in school so if we rush we go hungry
4987,ham,which channel
4988,ham,so your telling me i coulda been your real valentine and i wasnt u never pick me for nothing
4989,spam,phony å award  todays voda numbers ending xxxx are selected to receive a å award if you have a match please call  quoting claim code  standard rates app
4990,ham,we made it eta at taunton is  as planned hope thatûs still okday good to see you xx
4991,ham,im hungry buy smth home
4992,ham,hey kate  hope ur ok will give u a buz wedlunch go outsomewhere  adrink in towncud go watershd  a bit ppl fromwrk will bthere love petexxx
4993,ham,my drive can only be read i need to write
4994,ham,just looked it up and addie goes back monday sucks to be her
4995,ham,happy new year hope you are having a good semester
4996,ham,esplanade lor where else
4997,ham,can you talk with me
4998,ham,hmph go head big baller
4999,ham,well its not like you actually called someone a punto that woulda been worse
5000,ham,nope since ayo travelled he has forgotten his guy
5001,ham,you still around looking to pick up later
5002,spam,cds u congratulations ur awarded å of cd gift vouchers or å gift guaranteed  freeentry  å wkly draw xt music to  tncs  
5003,ham,theres someone here that has a year  ltgt  toyota camry like mr olayiwolas own mileage is  ltgt kits clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back
5004,ham,guess which pub im in im as happy as a pig in clover or whatever the saying is 
5005,ham,ill b down soon
5006,ham,oh k  i will come tomorrow
5007,ham,go fool dont cheat others ok
5008,ham,my mobile numberpls sms ur mail idconvey regards to achanammarakheshqatar
5009,ham,by the way rencontre is to meet again mountains dont
5010,spam,you have won a guaranteed å cash or a å prize to claim yr prize call our customer service representative on  between ampm cost p
5011,ham,u attend ur driving lesson how many times a wk n which day
5012,ham,uncle g just checking up on you do have a rewarding month
5013,ham,hello boytoy  geeee  im missing you today i like to send you a tm and remind you im thinking of you  and you are loved  loving kiss
5014,ham,i think the other two still need to get cash but we can def be ready by 
5015,ham,hey galsu all wanna meet  dinner at nìâte 
5016,spam,dear xxxxxxx uve been invited to xchat this is our final attempt to contact u txt chat to  pmsgrcvdhgsuitelandsrowwjhl ldn yrs
5017,ham,babe  what are you doing  where are you  who are you talking to  do you think of me  are you being a good boy are you missing me do you love me 
5018,ham,great how is the office today
5019,ham,its cool we can last a little while getting more any time soon
5020,ham, sad puppy noise
5021,ham,yes its possible but dint try pls dont tell to any one k
5022,ham,anyway holla at me whenever youre around because i need an excuse to go creep on people in sarasota
5023,ham,where you what happen
5024,ham,i was gonna ask you lol but i think its at 
5025,spam,ur cashbalance is currently  pounds  to maximize ur cashin now send go to  only pmeg cc  hgsuitelands rowwjhl
5026,spam,private your  account statement for shows  unredeemed sim points call  identifier codexx expires 
5027,ham,go chase after her and run her over while shes crossing the street
5028,spam,id like to tell you my deepest darkest fantasies call me  just pmin to stop texts call  nat rate
5029,ham,is there coming friday is leave for pongaldo you get any news from your work place
5030,ham,hey very inconvenient for your sis a not huh
5031,ham,ok i vldo u know i got adsense approved
5032,ham, was really good to see you the other day dudette been missing you
5033,ham,i want to go to perumbavoor
5034,ham,how many times i told in the stage all use to laugh you not listen aha
5035,spam,you wont believe it but its true its incredible txts reply g now to learn truly amazing things that will blow your mind from ofwd only ptxt
5036,ham,you didnt hear it from me
5037,ham,thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model
5038,ham,pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala
5039,spam,natalie f is inviting you to be her friend reply yes or no see her  stop send stop frnd to 
5040,ham,she ran off with a younger man we will make pretty babies together 
5041,spam,jamster to get your free wallpaper text heart to  now tc apply  only need help call 
5042,ham,o ic lol should play  doors sometime yo
5043,ham,dunno my dad said he coming home  bring us out  lunch yup i go w u lor i call u when i reach school lor
5044,ham,we have sent jd for customer service cum accounts executive to ur mail id for details contact us
5045,ham,desires u going to doctor  liver and get a bit stylish get ur hair managed thats it
5046,ham,hmmmstill we dont have opener
5047,ham,yeah so basically any time next week you can get away from your mom amp get up before 
5048,ham,edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm gn ge gnt
5049,ham,i will vote for wherever my heart guides me
5050,ham,with my sis lor we juz watched italian job
5051,ham,tick tick tick  where are you  i could die of loneliness you know  pouts stomps feet i need you 
5052,ham,lmao you know me so well
5053,spam,double mins  double txt   price linerental on latest orange bluetooth mobiles call mobileupd for the very latest offers  or calloptoutlf
5054,ham,am on a train back from northampton so im afraid not im staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way
5055,ham,goodnight da thangam i really miss u dear
5056,ham,hey next sun  theres a basic yoga course at bugis we can go for that pilates intro next sat tell me what time you r free
5057,ham,geeeee  your internet is really bad today eh 
5058,spam,free video camera phones with half price line rental for  mths and  cross ntwk mins  txts call mobileupd  or calloptout
5059,ham,i think i am disturbing her da
5060,ham,sorry ill call you  later i am in meeting sir
5061,ham,havent stuck at orchard in my dads car going  dinner now u leh so r they free tonight
5062,ham,ok i also wan  watch e  pm show
5063,ham,i dunno lei like dun haf
5064,ham,but your brother transfered only  ltgt    ltgt  pa
5065,ham,i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cannt listen me
5066,spam, å uk break accommodationvouchers terms  conditions apply  claim you mustprovide your claim number which is  
5067,ham,talk to g and x about that
5068,ham,hai dear friends this is my new amp present number by rajitha raj ranju
5069,spam,p  alfie moons children in need song on ur mob tell ur ms txt tone charity to  for nokias or poly charity for polys zed  profit  charity
5070,ham,as in different styles
5071,spam,win a å shopping spree every week starting now  play text store to  skilgme tscs winawk age åperweeksub
5072,ham,gud ni dearslp welltake careswt dreamsmuah
5073,ham,i want to sent  ltgt mesages today thats y sorry if i hurts
5074,spam,this is the nd attempt to contract u you have won this weeks top prize of either å cash or å prize just call 
5075,ham,well im glad you didnt find it totally disagreeable  lol
5076,ham,guy no flash me now if you go call me call me how madam take care oh
5077,spam,do you want a new nokia i colour phone deliveredtomorrow with  free minutes to any mobile   free texts  free camcorder reply or call 
5078,ham,mark works tomorrow he gets out at  his work is by your house so he can meet u afterwards
5079,ham,keep ur problems in ur heart  bcoz nobody will fight for u only u amp u have to fight for ur self amp win the battle vivekanand g t sd
5080,ham,yeah give me a call if youve got a minute
5081,ham,hi babe uawakefeellikw shitjustfound out via aletter thatmum gotmarried thnovbehind ourbacks åð fuckinniceselfish deviousbitchanyway iåõl call u
5082,ham,amazing  if you rearrange these letters it gives the same meaning dormitory  dirty room astronomer  moon starer the eyes  they see election results  lies lets recount motherinlaw  woman hitler eleven plus two twelve plus one its amazing 
5083,ham,aiya we discuss later lar pick ì_ up at  is it
5084,ham,hey happy birthday
5085,ham,sorry i missed your call can you please call back
5086,ham,omg if its not one thing its another my cat has worms  when does this bad day end
5087,ham,good morning im suffering from fever and dysentry will not be able to come to office today
5088,ham,i wont do anything de
5089,ham,what type of stuff do you sing
5090,ham,st andre virgils cream
5091,ham,no no i will check all rooms befor activities
5092,ham,my fri ah okie lorgoin  my drivin den go shoppin after tt
5093,ham,gokila is talking with you aha
5094,ham,hi shanilrakhesh herethanksi have exchanged the uncut diamond stuffleaving back excellent service by dino and prem
5095,ham,kkthis month kotees birthday know
5096,ham,but im really really broke oh no amount is too small even  ltgt 
5097,ham,sorry about that this is my mates phone and i didnt write it love kate
5098,spam,themobhit the link to get a premium pink panther game the new no  from sugababes a crazy zebra animation or a badass hoody wallpaperall  free
5099,ham,ah well that confuses things doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money
5100,ham,aight call me once youre close
5101,ham,nope thats fine i might have a nap tho 
5102,spam,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueriesnetvisionukcom
5103,ham,in other news after hassling me to get him weed for a week andres has no money haughaighgtujhyguj
5104,ham,a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided  aproach d gal  dt time a truck was speeding towards d gal wn it was about  hit d girld boy ran like hell n saved her she asked hw cn u run so fast d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily gthr drinking boost evrydy moral of d story i hv free msgsd gud ni
5105,ham,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of  ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob
5106,ham,ding me on ya break fassyole blacko from londn
5107,ham,i really need  kiss u i miss u my baby from ur baby eva
5108,ham,the sign of maturity is not when we start saying big things but actually it is when we start understanding small things have a nice evening bslvyl
5109,ham,oh you got many responsibilities
5110,spam,you have  new message please call 
5111,ham,ive reached sch already
5112,spam,december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update vco free on  
5113,ham,u definitely need a module from e humanities dis sem izzit u wan  take other modules st
5114,ham,argh why the fuck is nobody in town _
5115,spam,get  lions england tone reply lionm  mono or lionp  poly  more go   the original n best tones gbp network operator rates apply
5116,ham,thanks fills me with complete calm and reassurance 
5117,ham,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning same here
5118,ham,are you driving or training
5119,ham,lol for real she told my dad i have cancer
5120,spam,private your  account statement for 
5121,ham,oops i did have it  ltgt 
5122,ham,not enufcredeit tocallshall ileave uni at  get a bus to yor house
5123,ham,hi chikku send some nice msgs
5124,ham,he is impossible to argue with and he always treats me like his sub like he never released me  which he did and i will remind him of that if necessary
5125,ham,after my work ah den  plus lor u workin oso rite den go orchard lor no other place to go liao
5126,ham,to the wonderful okors have a great month we cherish you guys and wish you well each day mojibiola
5127,ham,cuz ibored and don wanna study
5128,ham,wot about on wed nite i am  then but only til 
5129,ham,rose for redred for bloodblood for heartheart for u but u for me send tis to all ur friends including me if u like me if u get back u r poor in relation u need some  to support u r frnd  many some luvs u  some is praying god to marry u try it
5130,ham,any way where are you and what doing
5131,ham,that sucks ill go over so u can do my hair youll do it free right
5132,ham,its still not working and this time i also tried adding zeros that was the savings the checking is  ltgt 
5133,ham,hmm dunno leh mayb a bag  goigng out dat is not too small or jus anything except perfume smth dat i can keep
5134,ham,sday only joinedso training we started today
5135,ham,sorry  was at the grocers
5136,ham,there are some nice pubs near here or there is frankie n bennys near the warner cinema
5137,spam,you ve won your  costa del sol holiday or å await collection call  now toclaim sae tc s pobox stockport skxh coståpm maxmins
5138,ham,yup i havent been there before you want to go for the yoga i can call up to book 
5139,ham,oh shut it omg yesterday i had a dream that i had  kids both boys i was so pissed not only about the kids but them being boys i even told mark in my dream that he was changing diapers cause im not getting owed in the face
5140,ham,yeah i imagine he would be really gentle unlike the other docs who treat their patients like turkeys
5141,spam,free for st week no nokia tone  ur mobile every week just txt nokia to  get txting and tell ur mates  pobox  wwq  normptone
5142,ham,now that you have started dont stop just pray for more good ideas and anything i see that can help you guys ill forward you a link
5143,ham,hi darlin im on helens fone im gonna b up the princes  nite please come up tb love kate
5144,ham,im in office now dawhere are you
5145,ham,aiyar u so poor thing i give u my support k jia you ill think of u
5146,ham,oh unintentionally not bad timing great fingers  the trains play along will give fifteen min warning
5147,spam,get your garden ready for summer with a free selection of summer bulbs and seeds worth å only with the scotsman this saturday to stop go notxtcouk
5148,ham,kthen come wenever u lik to come and also tel vikky to come by getting free time
5149,ham,pls call me da what happen
5150,ham,happy new year to u and ur familymay this new year bring happiness  stability and tranquility to ur vibrant colourful life
5151,ham,no problem with the renewal ill do it right away but i dont know his details
5152,ham,idk im sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like im a failure in everything nobody wants me and now i feel like im failing you
5153,ham,havent left yet so probably gonna be here til dinner
5154,ham,like  ltgt  same question
5155,ham,my new years eve was ok i went to a party with my boyfriend who is this si then hey
5156,ham,sir i need velusamy sirs date of birth and company bank facilities details
5157,ham,k k sms chat with me
5158,ham,i will come with karnan car please wait till pm will directly goto doctor
5159,ham,no but the bluray player can
5160,ham,ok then r we meeting later
5161,ham,lol no i just need to cash in my nitros hurry come on before i crash out
5162,ham,just send a text well skype later
5163,ham,ok leave no need to ask
5164,spam,congrats  mobile g videophones r yours call  now videochat wid ur mates play java games dload polyph music noline rentl bx ip we p
5165,ham,ìï still got lessons  ìï in sch
5166,ham,y she dun believe leh i tot i told her its true already i thk she muz c us tog then she believe
5167,ham,oh did you charge camera
5168,ham,iûve got some salt you can rub it in my open wounds if you like
5169,ham,now im going for lunch
5170,ham,im in school now n ill be in da lab doing some stuff give me a call when ì_ r done
5171,ham,oh k  i will come tomorrow
5172,ham,aight text me tonight and well see whats up
5173,ham,u 
5174,ham,water logging in desert geoenvironmental implications
5175,ham,rajipls do me a favour pls convey my birthday wishes to nimya pls today is her birthday
5176,ham,company is very goodenvironment is terrific and food is really nice
5177,ham,very strange  and  are watching the nd one now but im in bed sweet dreams miss u 
5178,spam,sms auction  a brand new nokia  is up  auction today auction is free  join  take part txt nokia to  now
5179,ham,hi hope u r both ok he said he would text and he hasnt have u seen him let me down gently please 
5180,ham,babe i fucking love you too  you know fuck it was so good to hear your voice i so need that i crave it i cant get enough i adore you ahmad kisses
5181,ham,k sure am in my relatives home sms me de pls
5182,ham,i sent them do you like
5183,ham,fuuuuck i need to stop sleepin sup
5184,ham,im in town now so ill jus take mrt down later
5185,ham,i just cooked a rather nice salmon a la you
5186,ham,i uploaded mine to facebook
5187,ham,what time u wrkin
5188,ham,okie
5189,spam,ree entry in  a weekly comp for a chance to win an ipod txt pod to  to get entry std txt rate tcs apply  for details 
5190,spam,our records indicate u maybe entitled to  pounds in compensation for the accident you had to claim  free reply with claim to this msg  stop txt stop
5191,ham,sorry ill call later
5192,ham,oh oh den muz change plan liao go back have to yan jiu again
5193,ham,its wylie you in tampa or sarasota
5194,ham,ok take ur time n enjoy ur dinner
5195,ham,darren was saying dat if u meeting da ge den we dun meet  dinner cos later u leave xy will feel awkward den u meet him  lunch lor
5196,spam,spook up your mob with a halloween collection of a logo  pic message plus a free eerie tone txt card spook to  zed p per logopic 
5197,ham,i like cheap but iûm happy to splash out on the wine if it makes you feel better
5198,ham,shes fine i have had difficulties with her phone it works with mine can you pls send her another friend request
5199,ham,ugh my leg hurts musta overdid it on mon
5200,spam,call germany for only  pence per minute call from a fixed line via access number     no prepayment direct access 
5201,spam,you ve won your  costa del sol holiday or å await collection call  now toclaim sae tc s pobox stockport skxh coståpm maxmins
5202,ham,wot student discount can u get on books
5203,ham,me fineabsolutly fine
5204,ham,how come she can get it should b quite diff to guess rite
5205,spam,had your mobile mths  update for free to oranges latest colour camera mobiles  unlimited weekend calls call mobile upd on freefone  or stoptxt
5206,ham,i will reach ur home in  ltgt  minutes
5207,ham,babe im answering you cant you see me  maybe youd better reboot ym  i got the photo  its great 
5208,ham,hiwhat you think about match
5209,ham,i know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop
5210,ham,dai i downloaded but there is only exe file which i can only run that exe after installing
5211,ham,it is only yesterday true true
5212,ham,kkhow is your business now
5213,ham, pa but not selected
5214,spam,natalja f is inviting you to be her friend reply yes or no see her  stop send stop frnd to 
5215,ham,i keep ten rs in my shelf buy two egg
5216,ham,i am late i will be there at
5217,ham,well thats nice too bad i cant eat it
5218,ham,i accidentally brought em home in the box
5219,ham,pls she needs to dat slowly or she will vomit more
5220,ham,i have to take exam with in march 
5221,ham,jane babes not goin  wrk feel ill after lst nite foned in already cover  me chuck
5222,ham, nightswe nt staying at port step liaotoo ex
5223,ham,if i die i want u to have all my stuffs
5224,ham,oh fuck juswoke up in a bed on a boatin the docks slept wid  year old spinout giv u da gossip lr xxx
5225,ham,smile in pleasure smile in pain smile when trouble pours like rain smile when sum hurts u smile becoz someone still loves to see u smiling
5226,ham,prabhaim sorydarealyfrm heart im sory
5227,ham,i remet alex nichols from middle school and it turns out hes dealing
5228,spam,private your  account statement for fone no shows  unredeemed s i m points call  identifier code  expires 
5229,ham,it means u could not keep ur words
5230,ham,nope im still in the market
5231,ham,i realise you are a busy guy and im trying not to be a bother i have to get some exams outta the way and then try the cars do have a gr day
5232,spam,you are chosen to receive a å award pls call claim number  to collect your award which you are selected to receive as a valued mobile customer
5233,ham,hey what how about your project started aha da
5234,ham,ok cool see ya then
5235,ham,am on the uworld site am i buying the qbank only or am i buying it with the self assessment also
5236,ham,your opinion about me  over  jada  kusruthi  lovable  silent  spl character  not matured  stylish  simple pls reply
5237,spam,someonone you know is trying to contact you via our dating service to find out who it could be call from your mobile or landline  boxskch 
5238,ham,yeah i can still give you a ride
5239,ham,jay wants to work out first hows  sound
5240,ham,gud gudk chikku tke care sleep well gud nyt
5241,ham,its a part of checking iq
5242,ham,hmm thinking lor
5243,ham,of course  dont tease me  you know i simply must see  grins  do keep me posted my prey  loving smile devouring kiss
5244,ham,thanks for the temales it was wonderful thank have a great week
5245,ham,thank you princess i want to see your nice juicy booty
5246,ham,havent eaten all day im sitting here staring at this juicy pizza and i cant eat it these meds are ruining my life
5247,ham,gud ni dearslp welltake careswt dreamsmuah
5248,ham,u come n search tat vidnot finishd
5249,ham,k im leaving soon be there a little after 
5250,spam,urgent please call  from a landline å cash or a  holiday await collection t cs sae po box  mxy 
5251,ham,yeah work is fine started last week all the same stuff as before dull but easy and guys are fun
5252,ham,you do your studies alone without anyones help if you cant no need to study
5253,ham,please tell me not all of my car keys are in your purse
5254,ham,i didnt get anything da
5255,ham,ok sweet dreams
5256,ham,well shes in for a big surprise
5257,ham,as usualiam fine happy amp doing well
5258,ham, in cbe  in chennai
5259,ham,can help u swoop by picking u up from wherever ur other birds r meeting if u want
5260,ham,if anyone calls for a treadmill say youll buy it make sure its working i found an ad on craigslist selling for  ltgt 
5261,ham,i absolutely love south park i only recently started watching the office
5262,ham,did you see that film
5263,ham,pls speak with me i wont ask anything other then you friendship
5264,ham,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello    its d name of a girl    yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone     moralone can get d name of a person  bt not his girlfrnd g o o d n i g h t   
5265,ham,gud niswt drmstake care
5266,ham,hi darlin its kate are u up for doin somethin tonight im going to a pub called the swan or something with my parents for one drink so phone me if u can
5267,ham,anything lar then ì_ not going home  dinner
5268,ham,er  enjoyin indians at the moyep sall good hehe  hows bout u shexy pete xx
5269,spam,if you dont your prize will go to another customer tc at   pmin polo ltd suite  london wj hl please call back if busy 
5270,ham,did u fix the teethif not do it asapok take care
5271,ham,so u wan  come for our dinner tonight a not
5272,ham,hellohow u doingwhat u been up when will u b moving out of the flat cos i will need to arrange to pick up the lamp etc take care hello caroline
5273,ham,its too latebut its kwish you the same
5274,ham,hi hope ur day  good back from walk table booked for half eight let me know when ur coming over
5275,ham,oh yeah clearly its my fault
